Column,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
4088,orig_lobbyregister_2022-02-24_#R001117,lobbyregister_lobbyist,lobbyregister,2022-02-24,R001117,2022-02-24,,Deutsche Gesellschaft für Psychosomatische Therapie und Ärztliche Psychotherapie (DGPM) e.V.,Deutsche Gesellschaft für Psychosomatische Therapie und Ärztliche Psychotherapie (DGPM) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006909,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/21,12/21,1,10,Christine Knigge,,1539.0,2021-12-31,"AWMF e.V.,Deutsche Schmerzgesellschaft e.V. (DGSS e.V.),Deutsches Netzwerk Versorgungsforschung e.V. (DNVF e.V.),International Federation for Psychotherapie e.V. (IFP),Ständige Konferenz ärztlicher psychotherapeutischer Verbände (STAEKO e.V.),European Association of Psychosomatik Medicine (EAPM e.V.),Verband der Psychosomatischen Krankenhäuser und Krankenhausabteilungen in Deutschland (VPKD e.V.),Wissenschaftlich - Medizinische Allianz für Rehabilitation e.V. (WMAR e.V.)",8.0,,
4089,orig_lobbyregister_2022-02-24_#R001116,lobbyregister_lobbyist,lobbyregister,2022-02-24,R001116,2022-02-24,,Prepaid Verband Deutschland e. V.,Prepaid Verband Deutschland e. V.,norm_lobbyregister_eintrag_2022-09-19_#0018943,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",140001.0,150000.0,01/20,12/20,0,0,,,21.0,2022-01-01,,,,
4090,orig_lobbyregister_2022-02-23_#R001115,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001115,2022-02-23,,Bürgerlobby Klimaschutz - Citizens' Climate Lobby Germany e.V. (CCL-D),Bürgerlobby Klimaschutz - Citizens' Climate Lobby Germany e.V. (CCL-D),norm_lobbyregister_eintrag_2022-09-19_#0005406,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/20,12/20,1,10,"Dilara Evci,Luisa Böldt",,34.0,2021-12-31,Klima-Allianz Deutschland e.V.,1.0,,
4091,orig_lobbyregister_2022-07-04_#R001114,lobbyregister_lobbyist,lobbyregister,2022-07-04,R001114,2022-02-23,,Deutsche Post AG,Deutsche Post AG,norm_lobbyregister_eintrag_2022-09-19_#0007154,Aktiengesellschaft (AG),Unternehmen,1620001.0,1630000.0,01/21,12/21,31,40,"Volker Ratzmann,Oliver Röseler,Julia Miosga,Frederike Boll-von Galen,David Kutsch,Wolfgang Bodenbach,Reinhard Fischer,Ole Nordhoff,Thomas Baldry,Peter Wortmann,Andreas Tautz,Rainer  Armbruster,Jan Sedemund,Frank Ewald,Bettina Brandes-Herlemann,Bernd Dietrich,Martin Fichtner,Berthold Hoppe,Helmut Muhr,Thorn Schütt,Stephan Siekmann,Brigitte Ullrich,Gabriele Schulz",,,,"Allianz der Chancen,Allianz für Sicherheit in der Wirtschaft West e.V. (ASW West),American Chamber of Commerce,Arbeitsgemeinschaft für betriebliche Altersversorgung e.V. (aba),Asien-Pazifik Ausschuss der deutschen Wirtschaft (APA),Atlantik Brücke e.V.,Aviation Initiative for Renewable Energy in Germany e.V. (aireg),Bitkom e.V.,British Chamber of Commerce in Germany e.V. (BCCG),Bundesverband Deutscher Postdienstleister e.V. (BvDP),Bundesverband deutscher Versandapotheken (BVDVA),Bundesverband e-commerce und Versandhandel Deutschland e.V. (bevh),Bundesvereinigung Logistik (BVL),Charta der Vielfalt e.V.,dena German Energy Agency,Deutsche Gesellschaft für Personalführung e.V. (DGFP),Deutscher Dialogmarketing Verband e.V. (DDV),Deutscher Investor Relations Verband (DIRK),Deutsches Aktieninstitut (DAI),Deutsches Institut für Interne Revision (DIIR),Deutsches Verkehrsforum e.V (DVF),DIN/ISO Working Group,DIN-Normenausschuss Grundlagen des Umweltschutzes (NAGUS),econsense,Europäische Bewegung Deutschland e.V. (EBD),Förderverein Logistics Alliance Germany e.V. (LAG),Gesellschaft für Datenschutz und Datensicherheit e.V. (GDD),Gesellschaft zum Studium strukturpolitischer Fragen e.V.,Initiative Chefsache,Institut der Deutschen Wirtschaft (IW),Institut für Digitalisierung im Steuerrecht e.V. (IDSt),International Chamber of Commerce (ICC),Markenverband,Nah- und Mittelost-Verein e.V.,PROUT AT WORK-Foundation,Stiftung KlimaWirtschaft,Total E-Quality e.V.,UnternehmensForum,Value Balancing Alliance,Wirtschaftsrat der CDU e.V.,Zentraler Immobilien Ausschuss (ZIA)",41.0,,
4092,orig_lobbyregister_2022-02-23_#R001113,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001113,2022-02-23,,Jakob Schoof,Jakob Schoof,norm_lobbyregister_eintrag_2022-09-19_#0014906,,Privatperson,1.0,10000.0,01/21,12/21,1,10,,,,,,,,
4093,orig_lobbyregister_2022-02-23_#R001112,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001112,2022-02-23,,Vayamed GmbH,Vayamed GmbH,norm_lobbyregister_eintrag_2022-09-19_#0022519,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/20,12/20,0,0,,,,,Bundesverband der Pharmazeutischen Industrie e.V. (BPI),1.0,,
4094,orig_lobbyregister_2022-05-09_#R001111,lobbyregister_lobbyist,lobbyregister,2022-05-09,R001111,2022-02-23,,Sanity Group GmbH,Sanity Group GmbH,norm_lobbyregister_eintrag_2022-09-19_#0019845,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,190001.0,200000.0,01/20,12/20,1,10,"Antonia Menzel,Antje Feißt",,,,"Bitkom e.V.,Bundesverband Deutsche Startups e.V.,Bundesverband pharmazeutischer Cannabinoidunternehmen e.V. (BPC),Initiative Pro CBD e.V.,Verband der Cannabis versorgenden Apotheken e.V. (VCA),European Industrial Hemp Association e.V. (EIHA)",6.0,,
4095,orig_lobbyregister_2022-02-27_#R001110,lobbyregister_lobbyist,lobbyregister,2022-02-27,R001110,2022-02-23,,Deutsche Kautionskasse AG,Deutsche Kautionskasse AG,norm_lobbyregister_eintrag_2022-09-19_#0007033,Aktiengesellschaft (AG),Unternehmen,10001.0,20000.0,01/21,12/21,1,10,,,,,Bundesverband deutscher Wohnungs- und Immobilienunternehmen e.V.,1.0,,
4096,orig_lobbyregister_2022-07-13_#R001109,lobbyregister_lobbyist,lobbyregister,2022-07-13,R001109,2022-02-23,,Janssen-Cilag GmbH,Janssen-Cilag GmbH,norm_lobbyregister_eintrag_2022-09-19_#0014913,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1520001.0,1530000.0,01/21,12/21,11,20,"Christian Wirtz,Delia Strunz,Björn Moeller,Oliver Martini,Kristin Krause,Angelina Jauch,Maurice Gesser,Susanne  Götting,Laura Schneiders",,,,"Verband Forschender Arzneimittelhersteller vfa,Bundesverband der Arzneimittel-Hersteller e.V. BAH,Verband der Chemischen Industrie e.V. VCI,LAWG Deutschland e.V.,American Chamber of Commerce in Germany e. V.,Wirtschaftsrat der CDU e.V.,Wirtschaftsforum der SPD e.V.,Grüner Wirtschaftsdialog e.V.,Afrika-Verein der deutschen Wirtschaft e.V.,Deutsche Krebsgesellschaft DKG e.V.,Biotechnologie-Industrie-Organisation Deutschland e.V. (BIO Deutschland e. V.),HIV Kooperation,Bundesverband Managed Care e.V.",13.0,,
4097,orig_lobbyregister_2022-05-12_#R001108,lobbyregister_lobbyist,lobbyregister,2022-05-12,R001108,2022-02-23,,Johnson & Johnson GmbH,Johnson & Johnson GmbH,norm_lobbyregister_eintrag_2022-09-19_#0014994,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,340001.0,350000.0,01/21,12/21,1,10,"Christian Wirtz,Delia Strunz,Oliver Martini",,,,"Verband der chemischen Industrie VCI,Markenverband e.V.,American Chamber of Commerce in Germany e. V.,IKW Industrieverband Körperpflege und Waschmittel e.V.,Bundesverband der Arzneimittel-Hersteller e.V. BAH",5.0,,
4098,orig_lobbyregister_2022-03-30_#R001107,lobbyregister_lobbyist,lobbyregister,2022-03-30,R001107,2022-02-23,,Illumina GmbH,Illumina GmbH,norm_lobbyregister_eintrag_2022-09-19_#0013807,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,120001.0,130000.0,01/21,12/21,1,10,"Miriam Gargesi,Markus Vossmann,Volker Liebenberg,Sven Schaffer",,,,VDGH e.V.,1.0,,
4099,orig_lobbyregister_2022-07-13_#R001106,lobbyregister_lobbyist,lobbyregister,2022-07-13,R001106,2022-02-23,,Too Good To Go,Too Good To Go,norm_lobbyregister_eintrag_2022-09-19_#0021809,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,30001.0,40000.0,01/21,12/21,1,10,,,,,"Bitkom,Bundesverband Nachhaltige Wirtschaft",2.0,,
4100,orig_lobbyregister_2022-06-29_#R001105,lobbyregister_lobbyist,lobbyregister,2022-06-29,R001105,2022-02-23,,Eine Welt Netzwerk Bayern e.V.,Eine Welt Netzwerk Bayern e.V.,norm_a_watch_organisation_2022-09-19_#0009241,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1.0,10000.0,01/21,12/21,0,0,,,221.0,2022-01-01,"Arbeitsgemeinschaft der Eine Welt-Landesnetzwerke in Deutschland e.V.,Landesnetzwerk bürgerschaftliches Engagement in Bayern e.V.",2.0,,
4101,orig_lobbyregister_2022-02-23_#R001104,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001104,2022-02-23,,Runder Tisch Reparatur,Runder Tisch Reparatur,norm_lobbyregister_eintrag_2022-09-19_#0019716,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",40001.0,50000.0,01/20,12/20,1,10,"Katrin Meyer,Jonathan Schött",,43.0,2022-02-11,"Deutscher Naturschutzring,Europäisches Umweltbüro,ECOS",3.0,,
4102,orig_lobbyregister_2022-06-30_#R001103,lobbyregister_lobbyist,lobbyregister,2022-06-30,R001103,2022-02-23,2022-06-30,"Deutscher Naturschutzring (DNR) e.V. Dachverband der deutschen Natur-, Tier- und Umweltschutzorganisationen","Deutscher Naturschutzring (DNR) e.V. Dachverband der deutschen Natur-, Tier- und Umweltschutzorganisationen",norm_lobbyregister_eintrag_2022-09-19_#0007509,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",330001.0,340000.0,01/21,12/21,11,20,"Lisa Grau ,Elena Hofmann,Birthe  März,Antje Mensen,Tobias Pforte- von Randow,Lavinia Roveran,Svenja Schünemann,Bjela Vossen,Florian  Schöne",,99.0,2022-06-30,"Bundesnetzwerk Bürgerschaftliches Engagement (BBE),Aktionsbündnis Klimaschutz,Europäisches Umweltbüro (EEB),Europäische Bewegung Deutschland (EBD),Kompetenzzentrum Naturschutz und Energiewende (KNE),Initiative kulturelle Integration (Deutscher Kulturrat),Ökologischer Tourismus in Europa e.V. (ÖTE),Climate Action Network (CAN),Bundesstelle für Energieeffizienz (BfEE),Jury Bundeswettbewerb Ökologischer Landbau,Europäische Vereinigung für Normung der Umweltverbände (ECOS),Fachagentur Windenergie an Land,International Union for the Conservation of Nature (IUCN), Focal Point Deutschland,Verein Grüner Strom Label e.V.,Bundesplattform Wald, Sport, Erholung, Gesundheit (WaSEG),Aktionsbündnis lebendige Oder,Nitratinitiative,Gewässerschutzforum,Bündnis Effizienzwende,Zukunftsstiftung Landwirtschaft",24.0,,
4103,orig_lobbyregister_2022-06-14_#R001102,lobbyregister_lobbyist,lobbyregister,2022-06-14,R001102,2022-02-23,,Ericsson GmbH,Ericsson GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009577,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,170001.0,180000.0,01/21,12/21,1,10,"Olaf Reus,Jan Hecker,Spyros Makris,Gabriele Mohsler",,,,"bitkom e.V.,Verband der Anbieter von Telekommunikations- und Mehrwertdiensten (VATM) e.V.,Bundesverband Breitbandkommunikation e. V.,Initiative D21 e. V.,Deutschland sicher im Netz e.V.,Wirtschaftsrat der CDU e.V.,Schwedische Handelskammer in der Bundesrepublik Deutschland e.V.,American Chamber of Commerce in Germany e.V.,Europäische Bewegung Deutschland e.V.",9.0,,
4104,orig_lobbyregister_2022-07-04_#R001101,lobbyregister_lobbyist,lobbyregister,2022-07-04,R001101,2022-02-23,,Christ&Company Consulting GmbH,Christ&Company Consulting GmbH,norm_lobbyregister_eintrag_2022-09-19_#0005830,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",60001.0,70000.0,01/21,12/21,1,10,"Annekatrin Gebauer,Andreas Hoffelder,Rolf Kleine,Matthias Zeller,Jörg Müller,Constanze Adolf,Constantin Graf von Hardenberg,Amelie Heindl",,,,,,"Schwarz Unternehmenskommunikation GmbH & Co. KG,Schwarz Unternehmenskommunikation International GmbH,Schwarz Dienstleistung KG,Lidl Stiftung & Co. KG,Lidl Dienstleistung GmbH & Co. KG,Kaufland Stiftung & Co. KG,Schwarz Produktion Stiftung & Co. KG,PreZero Stiftung & Co. KG,Aurubis AG,Verband der Privaten Bausparkassen e.V.,Carnival Maritime GmbH,Costa Crociere S.p.A.,Doctor Placement GmbH,Sana Kliniken AG ",14.0
4105,orig_lobbyregister_2022-05-31_#R001100,lobbyregister_lobbyist,lobbyregister,2022-05-31,R001100,2022-02-23,,Bankenfachverband e.V.,Bankenfachverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0002238,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,70001.0,80000.0,01/21,12/21,1,10,"Jens Loa,Cordula Nocke,Stephan Moll",,96.0,2022-02-17,"Gesellschaft für Datenschutz und Datensicherheit e.V. (GDD),Gesellschaft zum Studium strukturpolitischer Fragen e.V. (Strukturgesellschaft)",2.0,,
4106,orig_lobbyregister_2022-02-23_#R001099,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001099,2022-02-23,,Nutricia Milupa GmbH,Nutricia Milupa GmbH,norm_lobbyregister_eintrag_2022-09-19_#0018296,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,70001.0,80000.0,01/20,12/20,1,10,"Stefan Brechelmacher,Dietmar Stippler",,,,"Bundesverband spezielle Lebensmittel (DIÄTVERBAND) e.V.,Bundesverband Medizintechnologie e.V. (BVMed)",2.0,,
4107,orig_lobbyregister_2022-02-23_#R001098,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001098,2022-02-23,,Fresenius Medical Care AG & Co. KGaA,Fresenius Medical Care AG & Co. KGaA,norm_lobbyregister_eintrag_2022-09-19_#0011602,"Sonstige juristische Person, auch nach anderem als deutschem Recht",Unternehmen,330001.0,340000.0,01/20,12/20,11,20,,,,,"BMVZ e.V.,Deutsche Gesellschaft für Nephrologie e.V.,econsense Forum Nachhaltige Entwicklung der Deutschen Wirtschaft e. V.",3.0,,
4108,orig_lobbyregister_2022-02-23_#R001097,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001097,2022-02-23,,ROBIN WOOD - Gewaltfreie Aktionsgemeinschaft für Natur und Umwelt e.V.,ROBIN WOOD - Gewaltfreie Aktionsgemeinschaft für Natur und Umwelt e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019588,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",10001.0,20000.0,01/21,12/21,1,10,"Jana Ballenthien,Jonas Asal,Fenna Otten,Ronja Heise,Dominique Just",,1112.0,2022-01-06,"Allianz Rechtssicherheit in der politischen Willensbildung e.V.,Deutscher Naturschutzring e.V.,FSC Deutschland / Verein für verantwortungsvolle Waldwirtschaft e.V.,Öko-Institut e.V.,Initiative Lieferkettengesetz, Germanwatch e.V.,Allen Schutzgemeinschaft e.V.,Bundesverband Bürgerinitiativen Umweltschutz e.V.,Deutscher Fundraising Verband e.V.,Software für Engagierte e.V.",10.0,,
4109,orig_lobbyregister_2022-09-01_#R001096,lobbyregister_lobbyist,lobbyregister,2022-09-01,R001096,2022-02-23,,"AGFW | Der Energieeffizienzverband für Wärme, Kälte und KWK e.V.","AGFW | Der Energieeffizienzverband für Wärme, Kälte und KWK e.V.",norm_lobbyregister_eintrag_2022-09-19_#0000455,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,560001.0,570000.0,01/21,12/21,11,20,"John Miller,Norman Fricke,Jens Kühne,Harald Rapp,Johannes Dornberger,Sascha Frischmuth",,565.0,2021-12-31,"Forum für Zukunftsenergien e. V.,KlimaDiskurs.NRW e.V.,Forum Contracting e.V.,Rohrleitungsbauverband e.V. (rbv),ITAD - Interessengemeinschaft der Thermischen Abfallbehandlungsanlagen in Deutschland e.V.,DIN e.V.,C.A.R.M.E.N. e.V.",7.0,,
4110,orig_lobbyregister_2022-02-23_#R001095,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001095,2022-02-23,,Hans Bellstedt Public Affairs GmbH,Hans Bellstedt Public Affairs GmbH,norm_lobbyregister_eintrag_2022-09-19_#0013023,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",10001.0,20000.0,01/21,12/21,1,10,Tasha Schedler,,,,,,"Kunststoffrohrverband e.V.,MLP Finanzberatung SE,FedEx Express Deutschland GmbH",3.0
4111,orig_lobbyregister_2022-06-29_#R001094,lobbyregister_lobbyist,lobbyregister,2022-06-29,R001094,2022-02-23,2022-06-29,BEN Berlin Energie und Netzholding GmbH,BEN Berlin Energie und Netzholding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0002722,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1.0,10000.0,01/21,12/21,1,10,"Susanne Ziehlke,Georg Schroth",,,,"Kompetenzzentrum Kritische Infrastrukturen KKI e.V.,Verband kommunaler Unternehmen VKU e.V.,Arbeitgebervereinigung energiewirtschaftlicher Unternehmen e.V. (AVE)",3.0,,
4112,orig_lobbyregister_2022-09-07_#R001093,lobbyregister_lobbyist,lobbyregister,2022-09-07,R001093,2022-02-23,2022-06-30,Joschka Fischer & Company GmbH,Joschka Fischer & Company GmbH,norm_lobbypedia_parteispenden_2022-09-19_#0015005,Gesellschaft mit beschränkter Haftung (GmbH),"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",10001.0,20000.0,01/21,12/21,1,10,"Anja Friederich,Anna-Christina  Madaras,Hannah Knox,Claudio  Struck,Lary Schlüssel,Hanna  Mast,Tobias Betz,Emil Graeber,Caroline Kleinhans",,,,Grüner Wirtschaftsdialog,1.0,"DocMorris N.V.,Autobahn Tank & Rast Gruppe GmbH & Co. KG,Deutsche Börse AG,Rio Tinto,AUDI AG,Westenergie AG",6.0
4113,orig_lobbyregister_2022-02-23_#R001092,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001092,2022-02-23,,ARCD Auto- und Reiseclub Deutschland e. V.,ARCD Auto- und Reiseclub Deutschland e. V.,norm_lobbyregister_eintrag_2022-09-19_#0001577,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1.0,10000.0,01/20,12/20,1,10,Thomas Schreiner,,153241.0,2021-12-31,"Deutscher Verkehrssicherheitsrat DVR e. V.,Deutsche Verkehrswacht DVW e. V.,Deutscher Beamtenwirtschaftsring DBW e. V.,VBA Verband der Bergungs- und Abschleppunternehmen e. V.,Arbeitsgemeinschaft Pannen- und Unfallhilfe e. V.,EAC Verbund Europäischer Automobilclubs, Brüssel/Berlin,ETSC European Transport Safety Council, Brüssel,Deutscher Motoryachtverband e. V.",10.0,,
4114,orig_lobbyregister_2022-06-23_#R001091,lobbyregister_lobbyist,lobbyregister,2022-06-23,R001091,2022-02-23,,EOS Holding GmbH,EOS Holding GmbH,norm_lobbyregister_eintrag_2022-09-19_#0009515,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,240001.0,250000.0,02/21,02/22,1,10,Kirsten Pedd,,,,"Bundesverband Deutscher Inkasso - Unternehmen e.V. (BDIU),Federation of European National Collection (FENCA),United Nations Global Compact,Bundesvereinigung Kreditankauf und Servicing e.V. (bks),Ostausschuss der dt. Wirtschaft",5.0,,
4115,orig_lobbyregister_2022-02-23_#R001090,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001090,2022-02-23,,Europäische Vereinigung der Hersteller von chirurgischem Nahtmaterial - EASSI,Europäische Vereinigung der Hersteller von chirurgischem Nahtmaterial - EASSI,norm_lobbyregister_eintrag_2022-09-19_#0009950,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1.0,10000.0,01/21,12/21,1,10,"Clara Allonge,Lena Richter",,20.0,2022-01-24,MedTech Europe,1.0,,
4116,orig_lobbyregister_2022-07-25_#R001089,lobbyregister_lobbyist,lobbyregister,2022-07-25,R001089,2022-02-23,,Bundesverband Paket und Expresslogistik e. V. (BIEK),Bundesverband Paket und Expresslogistik e. V. (BIEK),norm_lobbyregister_eintrag_2022-09-19_#0004990,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,380001.0,390000.0,01/21,12/21,1,10,"Carsten Hansen,Heike Hoffert,Katrin Kim Karcher",,5.0,2022-02-07,"Förderverein Logistics Alliance Germany e.V.,Bundesvereinigung Logistik e. V. (BVL)",2.0,,
4117,orig_lobbyregister_2022-07-15_#R001088,lobbyregister_lobbyist,lobbyregister,2022-07-15,R001088,2022-02-23,,Techem,Techem,norm_lobbyregister_eintrag_2022-09-19_#0021507,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,410001.0,420000.0,10/20,09/21,1,10,"Michael Faber,Katharina Bathe-Metzler,Gero Lücking",,,,"ARGE HEIWAKO - Arbeitsgemeinschaft Heiz- und Wasserkostenverteilung e.V.,IFG - Industrie-Förderung Gesellschaft mbH,Bitkom - Bundesverband Informationswirtschaft, Telekommunikation und neue Medien e.V.,bne - Bundesverband Neue Energiewirtschaft e.V.,GdW e.V. - außerordentliche Mitgliedschaft,VEDEC - Verband für Energiedienstleistungen, Effizienz und Contracting e.V.,Wirtschaftsrat e.V.,VDMA e.V.,ZIA - Zentraler Immobilienausschuss e.V.,Wirtschaftsforum der SPD e.V.",12.0,,
4118,orig_lobbyregister_2022-04-21_#R001087,lobbyregister_lobbyist,lobbyregister,2022-04-21,R001087,2022-02-23,,wpd windmanager GmbH & Co. KG,wpd windmanager GmbH & Co. KG,norm_lobbyregister_eintrag_2022-09-19_#0024968,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,"Christian Schnibbe,Andree Iffländer",,3.0,2021-01-20,"BDEW,BWE,BWO",3.0,,
4119,orig_lobbyregister_2022-07-08_#R001086,lobbyregister_lobbyist,lobbyregister,2022-07-08,R001086,2022-02-23,2022-07-08,Purpose:Health e.V.,Purpose:Health e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019132,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",,,,,0,0,,,27.0,2022-02-15,,,,
4120,orig_lobbyregister_2022-08-29_#R001085,lobbyregister_lobbyist,lobbyregister,2022-08-29,R001085,2022-02-23,,MBDA Deutschland GmbH,MBDA Deutschland GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017186,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,730001.0,740000.0,01/21,12/21,11,20,"Peter Heilmeier,Jürgen Wlodarz,Ulrich Nuding,Guido Brendler,Gianni Rematore,Patrick Fitschen,Lena Hufnagl,Karla Kuß,Matthias Brand,Alexander Heiling,Michael Raadts",,,,"Bundesverband der Deutschen Luft- und Raumfahrtindustrie e.V. (BDLI),Bundesverband der Deutschen Sicherheits- und Verteidigungsindustrie e.V. (BDSV),Förderkreis Deutsches Heer e.V. (FKH),Interessengemeinschaft Deutsche Luftwaffe e.V, (IDLw),Deutsche Gesellschaft für Wehrtechnik e. V. (DWT),EuroDefense Deutschland e.V.,Forum Luft- und Raumfahrt e.V.,Wirtschaftsrat der CDU e. V.,Wirtschaftsbeirat der Union e.V.",10.0,,
4121,orig_lobbyregister_2022-03-09_#R001084,lobbyregister_lobbyist,lobbyregister,2022-03-09,R001084,2022-02-23,,PROVIEH e.V.,PROVIEH e.V.,norm_lobbyregister_eintrag_2022-09-19_#0019101,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001.0,30000.0,01/21,12/21,1,10,"Patrick Müller,Anne Hamester",,4800.0,2021-12-31,"Deutscher Naturschutzring,Agrarbündnis,Deutscher Spendenrat,Meine Landwirtschaft,Bündnis für Tierschutzpolitik",5.0,,
4122,orig_lobbyregister_2022-02-23_#R001083,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001083,2022-02-23,,Kooperationsverbund Familienbildung (KO:FA),Kooperationsverbund Familienbildung (KO:FA),norm_lobbyregister_eintrag_2022-09-19_#0015777,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",,,,,1,10,,,6.0,2022-02-17,,,,
4123,orig_lobbyregister_2022-07-05_#R001082,lobbyregister_lobbyist,lobbyregister,2022-07-05,R001082,2022-02-23,,Deutsche Evangelische Allianz e.V.,Deutsche Evangelische Allianz e.V.,norm_a_watch_organisation_2022-09-19_#0006690,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",130001.0,140000.0,01/21,12/21,1,10,Uwe Heimowski,,61.0,2022-02-03,"European Evangelical Alliance,World Evangelical Alliance",2.0,,
4124,orig_lobbyregister_2022-02-23_#R001081,lobbyregister_lobbyist,lobbyregister,2022-02-23,R001081,2022-02-23,,German Water Partnership e.V.,German Water Partnership e.V.,norm_lobbyregister_eintrag_2022-09-19_#0012195,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,,,,,1,10,,,313.0,2021-12-31,"Deutsche Vereinigung für Wasserwirtschaft, Abwasser und Abfall e. V. (DWA),DVGW Deutscher Verein des Gas- und Wasserfaches e.V.,Dechema e.V., Gesellschaft für Chemische Technik und Biotechnologie e.V.,EMA Euro-Mediterranean-Arabischer Länderverein e.V.,IKT Institut für Unterirdische Infrastruktur,BVS Bayerische Verwaltungsschule,BEW Bildungszentrum für die Ver- und Entsorgungswirtschaft GmbH,Baltic Sea Forum e.V.,EWP European Water Partnership",11.0,,
