graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_quelle_id,aufb_ersteintrag,aufb_jahres_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,aufb_art_rechtsform,aufb_taetigkeitskategorie,aufb_intver_finanz_aufw_jahr_von,aufb_intver_finanz_aufw_jahr_bis,aufb_intver_jahr_start,aufb_intver_jahr_ende,aufb_intver_anzahl_besch_min,aufb_intver_anzahl_besch_max,aufb_intver_liste_beschaeftigte_unmittelbar,graph_intver_anzahl_beschaeftigte_unmittelbar,aufb_mitglieder_anzahl_wert,aufb_mitglieder_zaehlung_datum,aufb_mitgliedschaften_liste,graph_mitgliedschaften_anzahl,aufb_auftraggeber_liste,graph_auftraggeber_anzahl
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-07,R005144,2022-09-07,,Verband Deutscher KonzertChöre e.V.,Verband Deutscher KonzertChöre e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/21,12/21,0,0,,,542,2022-08-31,"Bundesmusikverband Chor & Orchester e.V.,Deutscher Musikrat e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-07,R005143,2022-09-07,,Europäische Akademie Mecklenburg-Vorpommern e.V.,Europäische Akademie Mecklenburg-Vorpommern e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/21,12/21,1,10,,,35,2022-02-28,Gesellschaft der Europäischen Akademien e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-07,R005142,2022-09-07,,Annette Seehaus-Arnold,Annette Seehaus-Arnold,,,Privatperson,0,0,11/20,10/21,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005141,2022-09-06,,Wolf Power Systems,Wolf Power Systems,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,,,,,"VDMA,B.KWK",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005140,2022-09-06,,WaterAid,WaterAid,,Andere Rechtsform nach anderem als deutschem Recht,"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",30001,40000,04/21,03/22,1,10,"Alexia Knappmann,Bernie Aryeetey,Catherine Whitehead",,,,"WaterAid ist eine Föderation mit sieben Mitgliedern: Großbritannien, Amerika, Australien, Kanada, Indien, Japan und Schweden. Alle Mitglieder des Verbandes sind unabhängig voneinander gegründete Organisationen mit eigenen Vorständen. WaterAid ist in 28 Ländern tätig. https://www.wateraid.org/uk/where-we-work,WaterAid ist in Deutschland assoziiertes Mitglied im WASH-Netzwerk",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005139,2022-09-06,,Centre for Planetary Health Policy,Centre for Planetary Health Policy,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",,,,,1,10,"Remco van de Pas,Kathy Wabnitz,Dorothea Baltruks,Sophie Gepp,Franziska Matthies",,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005138,2022-09-06,,Achim Klein,Achim Klein,,,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",1,10000,07/21,06/22,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005137,2022-09-06,,QRC Qualitätsring Coaching und Beratung e.V.,QRC Qualitätsring Coaching und Beratung e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/21,12/21,1,10,,,150,2021-12-31,Roundtable der Coachingverbände,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005136,2022-09-06,,VCD Kreisverband Heinsberg-Mönchengladbach-Viersen,VCD Kreisverband Heinsberg-Mönchengladbach-Viersen,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,02/21,01/22,0,0,,,270,2021-12-31,VCD Bundesverband,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005135,2022-09-06,,Idorsia Pharmaceuticals Germany GmbH,Idorsia Pharmaceuticals Germany GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,,,,,"vfa Verband der forschenden Arzneimittelhersteller e.V.,FSA Verein Freiwillige Selbstkontrolle für die Arzneimittelindustrie e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005134,2022-09-06,,Agrarservice Lass GmbH,Agrarservice Lass GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,07/21,06/22,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005133,2022-09-06,,SOLYTIC GmbH,SOLYTIC GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0,0,01/21,12/21,1,10,,,,,"Tech for Net Zero Allianz,Bundesverband Deutsche Startups",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-05,R005132,2022-09-05,,Virtuelles Krankenhaus NRW gGmbH,Virtuelles Krankenhaus NRW gGmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001,30000,01/21,12/21,11,20,,,,,"Deutsche Gesellschaft für Telemedizin e. V.,MedEcon Ruhr GmbH,Verein Elektronische Fallakte e. V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-05,R005131,2022-09-05,,Familienbetriebe Land und Forst NRW e.V.,Familienbetriebe Land und Forst NRW e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",310001,320000,01/21,12/21,1,10,"Svenja Beckmann,Monika Scholz",,271,2022-08-23,"DLG - Deutsche Landwirtschafts-Gesellschaft,VLI Verbindungsstelle Landwirtschaft-Industrie e.V.,Vereinigte Westfälische Adelsarchive",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-05,R005130,2022-09-05,,Europäische Vereinigung der Binnenschiffer e.V. - anerkannter Berufsverband,Europäische Vereinigung der Binnenschiffer e.V. - anerkannter Berufsverband,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,20001,30000,01/21,12/21,0,0,,,85,2022-01-01,"EBU,ESO,über EBU und ESO auch bei IWT,KBN (vorher CBRB und BLN),Schifferbörse Duisburg e.V.,HTG Gesellschaft",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-05,R005129,2022-09-05,,Malte Biss,Malte Biss,,,Unternehmen,0,0,01/21,01/22,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-05,R005128,2022-09-05,,Verband für Elektroschifffahrt und Ladeinfrastruktur e.V.,Verband für Elektroschifffahrt und Ladeinfrastruktur e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/21,12/21,1,10,,,10,2022-08-25,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-05,R005127,2022-09-05,,Verlagsgruppe Droemer Knaur GmbH & Co. KG,Verlagsgruppe Droemer Knaur GmbH & Co. KG,,Sonstige Personengesellschaft,Unternehmen,1,10000,01/21,12/21,1,10,"Ralf Reuther-Laure,Margit Ketterle",,,,Börsenverein des Deutschen Buchhandels,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-15,R005126,2022-09-04,2022-09-15,Bündnis Junge Ärzte,Bündnis Junge Ärzte,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit","Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",,,,,0,0,,,27,2022-08-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-03,R005125,2022-09-03,,Herborner Weltladen e.V.,Herborner Weltladen e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/20,12/20,1,10,,,57,2022-08-01,"Weltladen Dachverband e.V.,Weltläden in Hessen e.V.,Weltpartner Ravensburg (Genossenschaft)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-03,R005124,2022-09-03,,Nichtraucherschutzverband Deutschland,Nichtraucherschutzverband Deutschland,,Eingetragener Verein (e. V.),"Nichtstaatliche Organisation (Nichtregierungsorganisation, Plattform oder Netzwerk)",1,10000,01/21,12/21,0,0,,,65,2022-05-15,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-06,R005123,2022-09-02,,IDT Biologika GmbH,IDT Biologika GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0,0,01/21,12/21,1,10,,,,,"Verband forschender Arzneimittelhersteller e.V.,European Federation of Pharmaceutical Industries and Associations (EFPIA), Brüssel,IHK Halle-Dessau,Arbeitgeberverband Nordostchemie e.V.,Bundesverband Materialwirtschaft, Einkauf und Logistik e.V.,Bundesverband der Energie-Abnehmer e.V.,Bildungszentrum Wolfen-Bitterfeld e.V.,Creditreform,German Quality Management Association e.V.,Max-Planck-Gesellschaft,Parenteral Drug Association,Wirtschafts- und Industrieclub Anhalt e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-02,R005122,2022-09-02,,Deutsche Gesellschaft für Endokrinologie e.V.,Deutsche Gesellschaft für Endokrinologie e.V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/20,12/20,0,0,"Nicole Reisch,Jan Tuckermann",,1620,2022-01-01,AWMF,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-02,R005121,2022-09-02,,enua Pharma GmbH,enua Pharma GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,01/21,12/21,1,10,,,,,"BPC (Bundesverband pharmazeutischer Cannabinoidunternehmen),Cannabinoid medicines (International Association for Cannabinoid Medicines),VCA (Verband der Cannabis Versorgenden Apotheken e.V.)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-02,R005120,2022-09-02,,Markus Meyer,Markus Meyer,,,Unternehmen,,,,,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-02,R005119,2022-09-02,,Singaporean-German Chamber of Industry and Commerce,Singaporean-German Chamber of Industry and Commerce,,Andere Rechtsform nach anderem als deutschem Recht,Wirtschaftsverband oder Gewerbeverband/-verein,1,10000,01/21,12/21,11,20,"Sebastian Zeitler,Lakshmi Swarnam,Sabine Florian",,610,2021-12-31,"Deutsche Industrie- und Handelskammertag,German European School Singapore,Singapore Manufacturing Association,Singapore Business Federation,EuroCham Singapore",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-02,R005118,2022-09-02,,Katholische Frauengemeinschaft Deutschlands (kfd) - Bundesverband e. V.,Katholische Frauengemeinschaft Deutschlands (kfd) - Bundesverband e. V.,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",20001,30000,01/21,12/21,31,40,Jutta Flüthmann,,350000,2022-08-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-02,R005117,2022-09-02,,GANG-WAY,GANG-WAY,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,,,,,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-02,R005116,2022-09-02,,Kennametal Holding GmbH,Kennametal Holding GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,07/20,06/21,1,10,"Werner Parlow,Manuel  Wacinski,Gaby Mlnarik",,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R005115,2022-09-01,,blackned GmbH,blackned GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,10001,20000,01/21,12/21,1,10,Peter Obermark,,,,"BDSV e.V.,Bitkom e.V.,Förderkreis Deutsches Heer e.V.,Cyber-Sicherheitsrat Deutschland e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R005114,2022-09-01,,WHS Foundation GmbH,WHS Foundation GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),"Wissenschaft, Denkfabrik, Forschungseinrichtung oder Hochschule",1,10000,01/21,12/21,1,10,,,,,German Health Alliance,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R005113,2022-09-01,,DentaDox MVZ GmbH,DentaDox MVZ GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,01/21,12/21,171,180,,,,,Bundesverband für nachhaltige Zahnheilkunde,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R005112,2022-09-01,,Alfred Gertler,Alfred Gertler,,,"Beratungsunternehmen, selbständige Beraterin oder selbständiger Berater",0,0,01/21,12/21,1,10,,,,,,,Fieldstone GmbH,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R005111,2022-09-01,,Bundesarbeitsgemeinschaft von Selbsthilfeeinrichtungen - Solidargemeinschaften im Gesundheitswesen e.V. (BASSG),Bundesarbeitsgemeinschaft von Selbsthilfeeinrichtungen - Solidargemeinschaften im Gesundheitswesen e.V. (BASSG),,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",0,0,01/21,12/21,1,10,,,4,2022-08-16,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-31,R005110,2022-08-31,,Bundesverband Kreativbrauer e.V.,Bundesverband Kreativbrauer e.V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1,10000,12/20,12/21,1,10,,,64,2022-01-18,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-31,R005109,2022-08-31,,Adbites GmbH,Adbites GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0,0,01/21,12/21,1,10,,,,,,,"Hundekumpel.de,Mobexo GmbH",
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-31,R005108,2022-08-31,,AG der Begabtenförderwerke,AG der Begabtenförderwerke,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit",,1,10000,01/21,12/21,11,20,,,13,2022-01-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-31,R005107,2022-08-31,,Arbeitsgemeinschaft Hessischer Wasserkraftwerke,Arbeitsgemeinschaft Hessischer Wasserkraftwerke,,Nicht rechtsfähiger Verein,Berufsverband,,,,,1,10,Tobias Heldmann,,168,2022-07-18,Bundesverband Deutscher Wasserkraftwerke e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-31,R005106,2022-08-31,,Deutsche Gesellschaft für Herpetologie und Terrarienkunde,Deutsche Gesellschaft für Herpetologie und Terrarienkunde,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/20,12/20,1,10,Axel Kwet,,5500,2022-01-01,"European Aquarium and Terrarium Association (EATA) (http://www.eata-online.org/),Citizen Conservation (https://citizen-conservation.org/),Naturschutzforum Deutschland (NaFor) (https://www.nafor.de/),Societas Europaea Herpetologica (SEH) (https://www.seh-herpetology.org/)",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-31,R005105,2022-08-31,,Bundesvereinigung LIBERALE VIELFALT e.V.,Bundesvereinigung LIBERALE VIELFALT e.V.,,Eingetragener Verein (e. V.),,,,,,0,0,,,143,2022-06-28,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-30,R005104,2022-08-30,,Flightright GmbH,Flightright GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0,0,01/21,12/21,1,10,"Oskar de Felice,Timo Helmke",,,,"APRA - Association of Passenger Rights Advocates,Bundesverband Deutsche Startups e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-30,R005103,2022-08-30,,nextSolution! zweipunktnull GmbH,nextSolution! zweipunktnull GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,05/21,12/21,1,10,,,,,"DEHOGA Brandenburg e.V. (Fördermitgliedschaft),Bundesverband Deutsche Startups e.V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-30,R005102,2022-08-30,,"GGEW, Gruppen- Gas- und Elektrizitätswerk Bergstraße Aktiengesellschaft","GGEW, Gruppen- Gas- und Elektrizitätswerk Bergstraße Aktiengesellschaft",,Aktiengesellschaft (AG),Unternehmen,50001,60000,01/21,12/21,1,10,,,,,"BEE Bundesverband Erneuerbare Energien, Berlin,AGFW,ASEW,BREKO,DVGW,Fachverband SHK,Forum für Zukunftsenergien,GDD,GEODE,Metropolregion Rhein-Neckar,MetropolSolar,Verband Sichere Transport- und Verteilnetze / KRITIS,Wirtschaftsrat CDU,Wirtschaftsförderung Bergstraße",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-29,R005101,2022-08-29,,Berufsverband Saarländischer Heilpraktiker e.V.,Berufsverband Saarländischer Heilpraktiker e.V.,,Eingetragener Verein (e. V.),Berufsverband,0,0,01/21,12/21,1,10,,,201,2022-06-27,VDH e.V.,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-27,R005100,2022-08-27,,Ernährungsrat StadtRegion Stuttgart,Ernährungsrat StadtRegion Stuttgart,,Eingetragener Verein (e. V.),"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",,,,,0,0,,,12,2022-03-07,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-26,R005099,2022-08-26,,KlimaUnion e.V.,KlimaUnion e.V.,,Eingetragener Verein (e. V.),,0,0,05/21,12/21,1,10,Johannes Müller,,802,2022-03-01,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-26,R005098,2022-08-26,,LOHMANN & Co. AKTIENGESELLSCHAFT,LOHMANN & Co. AKTIENGESELLSCHAFT,,Aktiengesellschaft (AG),Unternehmen,20001,30000,07/20,06/21,1,10,"Thomas Janning,Marcus Keitzer,Paul-Heinz Wesjohann,Katrin Metschies,Sandra Hebbeln",,,,"aef Agrar- und Ernährungsforum Oldenburger Münsterland e. V.,ZDG - Zentralverband der Deutschen Geflügelwirtschaft e. V.,BVG - Bundesverband der Geflügelschlachtereien e. V.,Verband der Ernährungswirtschaft Niedersachsen/Bremen/Sachsen-Anhalt e. V.",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-25,R005097,2022-08-25,,Wirtschaftsjunioren Nordschwarzwald e.V.,Wirtschaftsjunioren Nordschwarzwald e.V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,1,10000,01/21,01/22,1,10,,,31,2022-01-20,"Wirtschaftsjunioren Deutschland e.V.,Wirtschaftsjunioren Baden-Württemberg,Junior Chamber International",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-25,R005096,2022-08-25,,Verband Deutscher Sportbootschulen e.V.,Verband Deutscher Sportbootschulen e.V.,,Eingetragener Verein (e. V.),Berufsverband,1,10000,01/21,12/21,1,10,,,230,2022-01-01,Bundesverband Wassersportwirtschaft,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-25,R005095,2022-08-25,,Christian Gries,Christian Gries,,,Privatperson,1,10000,01/20,12/20,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-24,R005094,2022-08-24,,Danpower GmbH,Danpower GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,01/21,12/21,0,0,Nico Blume,,,,"Fachverband Biogas e.V.,Netzwerk Flexperten - meta-i.d. Ökologische innovation GmbH,B.KWK Bundesverband Kraft-Wärme-Kopplung",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-24,R005093,2022-08-24,,Zentralverband des Deutschen Baugewerbes e.V.,Zentralverband des Deutschen Baugewerbes e.V.,,Eingetragener Verein (e. V.),Wirtschaftsverband oder Gewerbeverband/-verein,2170001,2180000,01/20,12/20,21,30,"Felix Pakleppa,Heribert Jöris,Iris Rabe,Philipp Mesenburg,Ilona Klein,Andreas Geyer,Christine Buddenbohm,Rainer Kabelitz-Ciré,Carsten Arndt,Kathrin Brösicke,Rudolf Domscheid,Sebastian Geruschka ,Roland  Glauner,Silke Haußmann,Matthias Kampa,Dieter Kuhlenkamp,Luisa Luft,Regine Maruska,Katrin Mees,Christian Schostag,Florian Snigula,Stephanie Trenkler,Tom Hill,Cornelia Vater,Carsten Zocher,Funda Altin-Dogan",,30,2022-06-14,"Unternehmerverband Deutsches Handwerk,Bundesvereinigung der Deutschen Arbeitgeberverbände,Bundesvereinigung Bauwirtschaft,Deutsches Institut für Normung,Institut der Deutschen Wirtschaft,Initiative Praxisregeln Bau,Deutscher Beton- und Bautechnikverein,Pro Mobilität,Wirtschaftsrat CDU,Wirtschaftsforum SPD,Deutscher Ausschuss für Stahlbeton,Deutsche Gesellschaft für Mauerwerksbau,Forschungsgesellschaft Straßenwesen,Deutsche Gesellschaft für Baurecht,forum vergabe,Institut für Städtebau, Wohnungswirtschaft und Bausparwesen,Bundesarbeitskreis Altbauerneuerung,Institut für Bauschadensforschung,Akkreditierungsverbund Studiengänge Bauwesen,Förderverein Baukultur,Kreislaufwirtschaftsträger Bau,Deutscher Bausachverständigentag",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-24,R005092,2022-08-24,,Stiftung Menschen für Menschen - Karlheinz Böhms Äthiopienhilfe (MfM),Stiftung Menschen für Menschen - Karlheinz Böhms Äthiopienhilfe (MfM),,Andere Rechtsform nach deutschem Recht,"Privatrechtliche Organisation mit Gemeinwohlaufgaben (z. B. eingetragene Vereine, Stiftungen)",1,10000,01/21,12/21,1,10,,,,,"Initiative Transparente Zivilgesellschaft,Bundesverband Deutscher Stiftungen e. V.,Initiative ""Mein Erbe tut Gutes. Das Prinzip Apfelbaum""",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-24,R005091,2022-08-24,,Vitos gemeinnützige GmbH,Vitos gemeinnützige GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0,0,01/21,12/21,1,10,,,,,Bundesarbeitsgemeinschaft der Träger Psychiatrischer Krankenhäuser BAG,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-09-01,R005090,2022-08-24,,Friseure Brauchen Zukunft - 7% Jetzt,Friseure Brauchen Zukunft - 7% Jetzt,,"Netzwerk, Plattform oder andere Form kollektiver Tätigkeit",Unternehmen,,,,,1,10,,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-24,R005089,2022-08-24,,BAUER Resources GmbH,BAUER Resources GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,60001,70000,01/21,12/21,1,10,,,,,"Bayerischer Bauindustrieverband e.V.,Altlastenforum Baden Württemberg e.V.,BWK Bund der Ingenieure für Wasserwirtschaft,Umweltcluster Bayern,Bundesverband Boden,VBGU Berlin",,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-24,R005088,2022-08-24,,Venture Leap GmbH,Venture Leap GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,0,0,01/21,12/21,1,10,Philipp Noack,,,,,,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-23,R005087,2022-08-23,,BAUER Maschinen GmbH,BAUER Maschinen GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,150001,160000,01/21,12/21,1,10,,,,,Verband Deutscher Maschinen - und Anlagenbau (VDMA),,,
"""""",lobbyregister_lobbyist,lobbyregister,2022-08-23,R005086,2022-08-23,,TechniBike GmbH,TechniBike GmbH,,Gesellschaft mit beschränkter Haftung (GmbH),Unternehmen,1,10000,01/21,12/21,1,10,"Jonas van Schelve,Döran Bär",,,,"Zweirad-Industrie-Verband e.V.,Verbund Service und Fahrrad e.V.",,,
